outcome	description	group	predictor	adjustment	beta	SE	lower	upper	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	bonferroni	fdr
593	Hematuria	genitourinary	case_status	NA	-0.509710995159114	0.723719447084941	0.097904748856809	1.94654388915141	0.600669150021725	0.481249933602082	logistic	3700	62	3638	NA	NA	0		FALSE	FALSE
512.9	Other dyspnea	respiratory	case_status	NA	-0.354417619012701	0.515988683231055	0.212989532663566	1.69969748824142	0.701581912221445	0.492164076657505	logistic	3337	119	3218	NA	NA	0		FALSE	FALSE
830	Dislocation	injuries & poisonings	case_status	NA	0.314772980647012	0.467974597154883	0.476771134257115	3.10450738572841	1.36994827088219	0.501183761665375	logistic	4304	83	4221	NA	NA	0		FALSE	FALSE
646	Other complications of pregnancy NEC	pregnancy complications	case_status	NA	-0.484222268911185	0.724730766261186	0.100250229468315	2.00606973556423	0.616176229870829	0.504043654150911	logistic	2638	55	2583	NA	NA	0		FALSE	FALSE
256	Ovarian dysfunction	endocrine/metabolic	case_status	NA	0.336841264078286	0.527632808582031	0.418380124342225	3.49800762823816	1.40051673377851	0.523212740047204	logistic	2606	54	2552	NA	NA	0		FALSE	FALSE
655.1	Abnormality in fetal heart rate or rhythm	pregnancy complications	case_status	NA	-0.299499147807623	0.519650437415108	0.223878285610949	1.81295564341096	0.74118935404542	0.564380430131113	logistic	2352	83	2269	NA	NA	0		FALSE	FALSE
313.1	Attention deficit hyperactivity disorder	mental disorders	case_status	NA	0.237359606105365	0.431753945295701	0.486615765465573	2.72348515630117	1.26789697929981	0.582486289934451	logistic	4218	98	4120	NA	NA	0		FALSE	FALSE
524.3	Anomalies of tooth position/malocclusion	digestive	case_status	NA	-0.39131267091902	0.726912117543665	0.10978892856093	2.21140203642711	0.67616870469336	0.590354873816612	logistic	4056	54	4002	NA	NA	0		FALSE	FALSE
427	Cardiac dysrhythmias	circulatory system	case_status	NA	0.136237871428604	0.269201384613037	0.650983561098164	1.88306974667869	1.14595445099914	0.612799356549087	logistic	4121	283	3838	NA	NA	0		FALSE	FALSE
304	Adjustment reaction	mental disorders	case_status	NA	-0.259237954893207	0.517918213625819	0.233627580013804	1.87874279264888	0.771639385828234	0.616696023306842	logistic	3078	101	2977	NA	NA	0		FALSE	FALSE
871	Open wounds of extremities	injuries & poisonings	case_status	NA	0.231650600257923	0.468789834799975	0.438226035745516	2.86276100902602	1.26067917089024	0.621203105423085	logistic	3882	86	3796	NA	NA	0		FALSE	FALSE
276.4	Acid-base balance disorder	endocrine/metabolic	case_status	NA	-0.338267016738616	0.726564013734078	0.115820579554768	2.33017850644263	0.713004878240926	0.641522720851313	logistic	3743	51	3692	NA	NA	0		FALSE	FALSE
803.2	Fracture of radius and ulna	injuries & poisonings	case_status	NA	-0.275406438619471	0.594264389067754	0.184679966458618	2.06190970445037	0.75926346650907	0.64304834929361	logistic	3937	84	3853	NA	NA	0		FALSE	FALSE
312	Conduct disorders	mental disorders	case_status	NA	-0.275103880005319	0.594914809701864	0.184573780367156	2.0660908483054	0.759493222966919	0.643776093741163	logistic	4202	82	4120	NA	NA	0		FALSE	FALSE
800	Fracture of lower limb	injuries & poisonings	case_status	NA	-0.271155106949474	0.593951192660426	0.185546331015304	2.06904840718083	0.762498218459792	0.648010635137955	logistic	3941	88	3853	NA	NA	0		FALSE	FALSE
464	Acute sinusitis	respiratory	case_status	NA	0.197271511089182	0.432148005610179	0.467214260430462	2.6188424512822	1.2180747166058	0.648037214311509	logistic	3276	106	3170	NA	NA	0		FALSE	FALSE
512.8	Cough	respiratory	case_status	NA	-0.138158419854462	0.308320563250688	0.451737199594184	1.52887805179694	0.87096070334817	0.654081085486567	logistic	3500	282	3218	NA	NA	0		FALSE	FALSE
574	Cholelithiasis and cholecystitis	digestive	case_status	NA	-0.321637298474125	0.725871018153443	0.117863720891142	2.36446703685763	0.72496108714299	0.657689568620864	logistic	4420	51	4369	NA	NA	0		FALSE	FALSE
112	Candidiasis	infectious diseases	case_status	NA	-0.257760605235168	0.595137783091685	0.187746132426457	2.10344232008405	0.772780209501255	0.664934272342101	logistic	4161	79	4082	NA	NA	0		FALSE	FALSE
244	Hypothyroidism	endocrine/metabolic	case_status	NA	0.184667277499769	0.431292561449686	0.461939111122891	2.58049070203114	1.20281816887329	0.66852610456905	logistic	4365	100	4265	NA	NA	0		FALSE	FALSE
532	Dysphagia	digestive	case_status	NA	-0.310386946145595	0.725459112054885	0.119252873592503	2.3883193956351	0.733163206653022	0.668761069255037	logistic	4025	55	3970	NA	NA	0		FALSE	FALSE
520.2	Disturbances in tooth eruption	digestive	case_status	NA	0.193250200017724	0.470529005967739	0.420585525304328	2.76628435294038	1.21318629478198	0.681286390441125	logistic	4081	79	4002	NA	NA	0		FALSE	FALSE
579	Other symptoms involving abdomen and pelvis	digestive	case_status	NA	-0.294928830194992	0.726686824024435	0.120928225981544	2.43440734870104	0.744584577519435	0.684849802002779	logistic	4109	50	4059	NA	NA	0		FALSE	FALSE
520	Disorders of tooth development	digestive	case_status	NA	0.182227912844421	0.470367362816172	0.416071950597502	2.73483383864072	1.19988763252191	0.698448149466388	logistic	4082	80	4002	NA	NA	0		FALSE	FALSE
805	Fracture of vertebral column without mention of spinal cord injury	injuries & poisonings	case_status	NA	0.201352321103082	0.521555382971774	0.368467822904932	3.00690119605137	1.22305560422281	0.699451310180311	logistic	3927	74	3853	NA	NA	0		FALSE	FALSE
792.1	Papanicolaou smear of cervix or vagina with atypical squamous cells	genitourinary	case_status	NA	0.136527904753904	0.376630435576901	0.505441956601584	2.25580188518536	1.14628686418233	0.716979669617512	logistic	2467	122	2345	NA	NA	0		FALSE	FALSE
470	Septal Deviations/Turbinate Hypertrophy	respiratory	case_status	NA	0.216182675978805	0.599754756984374	0.299766617628679	3.42259974753357	1.24132911930193	0.718509302576993	logistic	3675	58	3617	NA	NA	0		FALSE	FALSE
626	Disorders of menstruation and other abnormal bleeding from female genital tract	genitourinary	case_status	NA	-0.103826099672656	0.300788876894016	0.477203190362479	1.56663978584177	0.90138203442335	0.729959565467582	logistic	2222	244	1978	NA	NA	0		FALSE	FALSE
625	Pain and other symptoms associated with female genital organs	genitourinary	case_status	NA	0.115965715355025	0.339828584626764	0.541938400658463	2.08242305990381	1.12295737127847	0.732917133318505	logistic	2407	158	2249	NA	NA	0		FALSE	FALSE
285.1	Acute posthemorrhagic anemia	hematopoietic	case_status	NA	0.1760970898869	0.522188574168671	0.358959874528165	2.93668325586672	1.19255383794733	0.735944336412038	logistic	3908	70	3838	NA	NA	0		FALSE	FALSE
747	Cardiac and circulatory congenital anomalies	congenital anomalies	case_status	NA	-0.242955034863238	0.725358552301669	0.127589462630682	2.55442388426811	0.784306779440289	0.737666768492971	logistic	4450	51	4399	NA	NA	0		FALSE	FALSE
771.1	Swelling of limb	symptoms	case_status	NA	-0.224968315507265	0.726891684575961	0.129656496331049	2.61259556473292	0.798541519741531	0.756946088988122	logistic	4305	50	4255	NA	NA	0		FALSE	FALSE
296.2	Depression	mental disorders	case_status	NA	-0.0727908013012037	0.23569224626143	0.571028869469417	1.44483334834797	0.929795321652822	0.757444505265048	logistic	3439	462	2977	NA	NA	0		FALSE	FALSE
628	Ovarian cyst	genitourinary	case_status	NA	-0.153435270053151	0.522715364563529	0.257980467749652	2.11469241081638	0.857756284920614	0.769113228253439	logistic	2057	79	1978	NA	NA	0		FALSE	FALSE
782.3	Edema	symptoms	case_status	NA	-0.167008908186953	0.594554810371886	0.205747545172315	2.29992094460161	0.846192073266427	0.778789084842943	logistic	4361	77	4284	NA	NA	0		FALSE	FALSE
351	Other peripheral nerve disorders	neurological	case_status	NA	-0.201748346069974	0.726674620413306	0.132735256099796	2.67222948540024	0.817300578967416	0.781294634854048	logistic	4344	52	4292	NA	NA	0		FALSE	FALSE
509.3	Pulmonary insufficiency or respiratory failure following trauma and surgery	respiratory	case_status	NA	-0.194459460301165	0.726543741070082	0.133739762113652	2.69094350061258	0.823279553085155	0.788968710457944	logistic	4105	50	4055	NA	NA	0		FALSE	FALSE
483	Acute bronchitis and bronchiolitis	respiratory	case_status	NA	0.141422309460338	0.600351754936764	0.277946203824481	3.18097147081538	1.15191100819648	0.813769655627422	logistic	3953	55	3898	NA	NA	0		FALSE	FALSE
465	Acute upper respiratory infections of multiple or unspecified sites	respiratory	case_status	NA	0.0534470721446611	0.236103614848983	0.64741538126603	1.64070147584165	1.05490115663417	0.820912681085521	logistic	3608	438	3170	NA	NA	0		FALSE	FALSE
244.4	Hypothyroidism NOS	endocrine/metabolic	case_status	NA	0.0990619512911438	0.469529248519696	0.383326262346833	2.51118104213844	1.10413470001037	0.832901763558829	logistic	4355	90	4265	NA	NA	0		FALSE	FALSE
338.1	Acute pain	neurological	case_status	NA	0.0983296542447554	0.520551574572722	0.332839989498364	2.70492952317508	1.10332644140955	0.850175015239281	logistic	4274	76	4198	NA	NA	0		FALSE	FALSE
636.3	Hemorrhage in early pregnancy	pregnancy complications	case_status	NA	0.0983198575299233	0.5258079994867	0.330435916327281	2.74278110821292	1.10331563248799	0.851669935266797	logistic	2254	58	2196	NA	NA	0		FALSE	FALSE
300	Anxiety disorders	mental disorders	case_status	NA	0.0409454543386166	0.227666656734573	0.651722781028826	1.59707985301857	1.04179527858317	0.857271687468881	logistic	3441	464	2977	NA	NA	0		FALSE	FALSE
770	Myalgia and myositis unspecified	symptoms	case_status	NA	-0.107022534276117	0.597854982450266	0.217506960014918	2.46403988097582	0.898505425592823	0.857929174765154	logistic	4349	64	4285	NA	NA	0		FALSE	FALSE
296.22	Major depressive disorder	mental disorders	case_status	NA	-0.0526077548985063	0.297958086626991	0.504607055871515	1.6379288554424	0.948752082863171	0.859853290413573	logistic	3243	266	2977	NA	NA	0		FALSE	FALSE
626.13	Irregular menstrual cycle	genitourinary	case_status	NA	-0.0883257178864545	0.523013494506179	0.275228660310513	2.2588591093864	0.915462645598304	0.865892235681751	logistic	2052	74	1978	NA	NA	0		FALSE	FALSE
564.1	Irritable Bowel Syndrome	digestive	case_status	NA	0.100507297121916	0.59995999618182	0.266945293276412	3.05042161130228	1.10573171033374	0.866958291312351	logistic	4070	53	4017	NA	NA	0		FALSE	FALSE
286	Coagulation defects	hematopoietic	case_status	NA	0.0758460767574021	0.519336777317139	0.326003294168156	2.63677307575465	1.07879650952016	0.883886567992299	logistic	4325	75	4250	NA	NA	0		FALSE	FALSE
687.4	Disturbance of skin sensation	dermatologic	case_status	NA	-0.08609073363421	0.597651553264474	0.222174744441264	2.51488413258246	0.917510978337798	0.885462272106187	logistic	4035	63	3972	NA	NA	0		FALSE	FALSE
792	Abnormal Papanicolaou smear of cervix and cervical HPV	genitourinary	case_status	NA	0.0512358593208588	0.375557714573171	0.464883739119492	2.0661205099264	1.0525711227186	0.891484473331634	logistic	2477	132	2345	NA	NA	0		FALSE	FALSE
626.1	Irregular menstrual cycle/bleeding	genitourinary	case_status	NA	-0.0396925075890594	0.312393972343147	0.495234476435171	1.70330436416321	0.961084920040111	0.898893595599131	logistic	2190	212	1978	NA	NA	0		FALSE	FALSE
803	Fracture of upper limb	injuries & poisonings	case_status	NA	0.0466214756130884	0.427558133727186	0.404637622246717	2.22758173071478	1.04772534441712	0.913169768410235	logistic	3978	125	3853	NA	NA	0		FALSE	FALSE
079	Viral infection	infectious diseases	case_status	NA	0.0456037244185512	0.427769051647429	0.404092489484719	2.22629817209756	1.04665956313837	0.915099746594796	logistic	3837	112	3725	NA	NA	0		FALSE	FALSE
939	Atopic/contact dermatitis due to other or unspecified	dermatologic	case_status	NA	-0.0557913988221465	0.597018666297807	0.229206012550849	2.58793829391047	0.945736397041589	0.9255460640846	logistic	4141	62	4079	NA	NA	0		FALSE	FALSE
313	Pervasive developmental disorders	mental disorders	case_status	NA	0.0361778984208443	0.428702698106163	0.399749481931851	2.21040284386657	1.03684028233391	0.93274695543764	logistic	4240	120	4120	NA	NA	0		FALSE	FALSE
626.11	Absent or infrequent menstruation	genitourinary	case_status	NA	0.0410775493989248	0.524949466354216	0.312413639073314	2.5840173157436	1.04193290368292	0.937628805302973	logistic	2044	66	1978	NA	NA	0		FALSE	FALSE
626.12	Excessive or frequent menstruation	genitourinary	case_status	NA	-0.0398124952144476	0.525455283435823	0.28791408133294	2.38595411238027	0.960969608660867	0.939603979102418	logistic	2050	72	1978	NA	NA	0		FALSE	FALSE
272	Disorders of lipoid metabolism	endocrine/metabolic	case_status	NA	-0.0359786390781787	0.521629641464591	0.290550172588707	2.37121343771286	0.964660899309097	0.945010687242335	logistic	4395	88	4307	NA	NA	0		FALSE	FALSE
272.1	Hyperlipidemia	endocrine/metabolic	case_status	NA	-0.0359786390781787	0.521629641464591	0.290550172588707	2.37121343771286	0.964660899309097	0.945010687242335	logistic	4395	88	4307	NA	NA	0		FALSE	FALSE
512	Other symptoms of respiratory system	respiratory	case_status	NA	-0.0147681011265347	0.231058031150524	0.611426532945735	1.51878835444156	0.985340412442367	0.949037815156002	logistic	3699	481	3218	NA	NA	0		FALSE	FALSE
524	Dentofacial anomalies, including malocclusion	digestive	case_status	NA	0.0279655432863702	0.601178430339936	0.247851622080976	2.84558197175727	1.02836024989631	0.962897487038263	logistic	4057	55	4002	NA	NA	0		FALSE	FALSE
318	Tobacco use disorder	mental disorders	case_status	NA	-15.2663993197474	441.140064263242	1.24500143741562e-82	0.0113063781576992	2.34361903602095e-07	0.972393363469441	logistic	3787	135	3652	NA	NA	0		FALSE	FALSE
300.12	Agorophobia, social phobia, and panic disorder	mental disorders	case_status	NA	-0.020825511502283	0.60198956178662	0.235779581733784	2.71536865069626	0.979389841923156	0.972403108955072	logistic	3036	59	2977	NA	NA	0		FALSE	FALSE
594.1	Calculus of kidney	genitourinary	case_status	NA	-14.5229248016858	438.256987017048	8.00340529483911e-75	7.92456042011104	4.92917114548759e-07	0.973564603873081	logistic	4386	75	4311	NA	NA	0		FALSE	FALSE
041.1	Staphylococcus infections	infectious diseases	case_status	NA	-14.4225753263063	448.652375134739	1.64326442614349e-74	28.5675905052177	5.4494807268134e-07	0.974355271132774	logistic	4207	66	4141	NA	NA	0		FALSE	FALSE
288	Diseases of white blood cells	hematopoietic	case_status	NA	-14.7600490123951	459.603143297174	2.13686566117519e-80	5.64090436484393	3.88859005640985e-07	0.974380525121252	logistic	4186	88	4098	NA	NA	0		FALSE	FALSE
288.2	Elevated white blood cell count	hematopoietic	case_status	NA	-14.4250079175604	459.918825444752	5.75455884318506e-75	74.998096467491	5.43624047824352e-07	0.974979053396324	logistic	4159	61	4098	NA	NA	0		FALSE	FALSE
558	Noninfectious gastroenteritis	digestive	case_status	NA	-14.5672610719892	469.781422071193	1.89470429880866e-78	42.629192085423	4.7154039177966e-07	0.975262686481574	logistic	4086	69	4017	NA	NA	0		FALSE	FALSE
071	Human immunodeficiency virus [HIV] disease	infectious diseases	case_status	NA	-14.4205645887051	467.185338581487	3.25556438161796e-77	61.8254256044348	5.4604492263096e-07	0.975375684817156	logistic	3790	65	3725	NA	NA	0		FALSE	FALSE
301	Personality disorders	mental disorders	case_status	NA	-14.7718798782067	532.415338218982	4.359718203133e-86	913.985684378145	3.84285574097983e-07	0.977865508246927	logistic	3038	61	2977	NA	NA	0		FALSE	FALSE
295.1	Schizophrenia	mental disorders	case_status	NA	-14.3746159483141	528.692165203647	5.43637618877443e-82	4818.60741960499	5.71720301634654e-07	0.978308982149532	logistic	3028	51	2977	NA	NA	0		FALSE	FALSE
458.9	Hypotension NOS	circulatory system	case_status	NA	-15.1587893761599	726.648034929012	1.47635639784278e-110	10816823.5981853	2.60988530206083e-07	0.983356334555609	logistic	4349	52	4297	NA	NA	0		FALSE	FALSE
743	Osteoporosis, osteopenia and pathological fracture	musculoskeletal	case_status	NA	-15.1791161635419	733.456320223722	6.19986401124976e-111	18289720.19308	2.55737025766602e-07	0.983488699155264	logistic	4408	51	4357	NA	NA	0		FALSE	FALSE
590	Pyelonephritis	genitourinary	case_status	NA	-15.5191961715886	766.819660246996	7.10961825755369e-118	23191919.4974021	1.82011462408086e-07	0.983853202497425	logistic	3692	54	3638	NA	NA	0		FALSE	FALSE
345.11	Generalized convulsive epilepsy	neurological	case_status	NA	-15.2892280615637	764.815702316623	6.33679444428418e-115	78644064.0335819	2.29072323166932e-07	0.984050763454884	logistic	3932	50	3882	NA	NA	0		FALSE	FALSE
071.1	HIV infection, symptomatic	infectious diseases	case_status	NA	-15.2032852151643	766.754381982885	4.21658269123302e-117	41269595.8867346	2.49630199754418e-07	0.98418049896775	logistic	3778	53	3725	NA	NA	0		FALSE	FALSE
555	Inflammatory bowel disease and other gastroenteritis and colitis	digestive	case_status	NA	-15.1762006609818	773.159230498611	1.34475307684852e-116	100735425.221607	2.56483715679175e-07	0.984339476015712	logistic	4068	51	4017	NA	NA	0		FALSE	FALSE
008	Intestinal infection	infectious diseases	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4366	39	4327	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
008.5	Bacterial enteritis	infectious diseases	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4346	19	4327	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
008.51	Intestinal e.coli	infectious diseases	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4327	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
008.52	Intestinal infection due to C. difficile	infectious diseases	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4344	17	4327	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
008.6	Viral Enteritis	infectious diseases	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4344	17	4327	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
008.7	Intestinal infection due to protozoa	infectious diseases	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4328	1	4327	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
